1,31
2,37
3,29
4,23
5,22
6,13
7,13
8,10
9,16
10,16
11,11
12,7
13,21
14,29
15,28
16,20
17,15
18,17
19,25
20,36
21,35
22,39
23,38
24,27
25,18
26,16
27,17
28,11
