time,with feedback,without feedback
894.6,36,7
894.65,35,7
894.7,35,7
894.75,36,6
894.8,34,7
894.85,36,8
894.9,36,7
894.95,35,7
895,35,7
895.05,34,7
895.1,36,7
895.15,35,7
895.2,36,7
895.25,36,6
895.3,34,6
895.35,34,7
895.4,35,7
895.45,35,8
895.5,35,7
895.55,35,7
895.6,34,7
895.65,36,7
895.7,35,8
895.75,36,7
895.8,35,7
895.85,36,7
895.9,35,7
895.95,36,7
896,36,6
896.05,37,6
896.1,35,7
896.15,35,6
896.2,35,7
896.25,36,7
896.3,35,8
896.35,35,6
896.4,35,8
896.45,35,6
896.5,36,6
896.55,35,6
896.6,35,6
896.65,35,8
896.7,36,5
896.75,36,6
896.8,35,6
896.85,35,8
896.9,36,8
896.95,35,7
897,35,7
897.05,35,7
897.1,35,6
897.15,36,6
897.2,35,7
897.25,35,7
897.3,34,7
897.35,36,7
897.4,35,6
897.45,35,7
897.5,35,7
897.55,36,6
897.6,36,5
897.65,36,8
897.7,36,7
897.75,34,7
897.8,34,7
897.85,37,6
897.9,35,7
897.95,36,6
898,34,6
898.05,34,6
898.1,36,6
898.15,34,6
898.2,36,6
898.25,35,7
898.3,35,6
898.35,36,7
898.4,36,6
898.45,36,7
898.5,36,7
898.55,35,6
898.6,35,7
898.65,35,7
898.7,36,6
898.75,35,6
898.8,36,6
898.85,35,7
898.9,34,7
898.95,36,7
899,36,7
899.05,36,7
899.1,35,7
899.15,35,7
899.2,35,6
899.25,34,7
899.3,35,7
899.35,35,7
899.4,35,7
899.45,35,6
899.5,34,7
899.55,35,8
899.6,35,6
899.65,35,7
899.7,36,7
899.75,35,6
899.8,36,7
899.85,36,7
899.9,36,8
899.95,35,6
900,35,6
900.05,37,6
900.1,35,7
900.15,34,7
900.2,35,7
900.25,35,8
900.3,35,6
900.35,35,8
900.4,35,7
900.45,35,7
900.5,35,6
900.55,35,7
900.6,34,6
900.65,36,7
900.7,35,7
900.75,36,7
900.8,36,7
900.85,36,6
900.9,36,6
900.95,35,6
901,36,6
901.05,36,8
901.1,35,7
901.15,36,7
901.2,35,7
901.25,35,7
901.3,35,8
901.35,35,7
901.4,35,8
901.45,35,8
901.5,34,7
901.55,36,8
901.6,35,8
901.65,36,8
901.7,35,7
901.75,36,7
901.8,35,6
901.85,35,8
901.9,35,6
901.95,35,7
902,36,7
902.05,36,6
902.1,34,6
902.15,35,6
902.2,34,6
902.25,35,6
902.3,34,7
902.35,35,7
902.4,36,7
902.45,35,7
902.5,35,7
902.55,36,7
902.6,34,7
902.65,35,6
902.7,36,8
902.75,36,7
902.8,36,7
902.85,36,7
902.9,35,7
902.95,34,7
903,36,7
903.05,35,8
903.1,34,7
903.15,35,7
903.2,35,7
903.25,35,6
903.3,35,7
903.35,35,7
903.4,35,7
903.45,35,6
903.5,35,8
903.55,35,6
903.6,36,8
903.65,35,6
903.7,36,7
903.75,35,6
903.8,35,7
903.85,35,7
903.9,35,6
903.95,35,6
904,35,7
904.05,35,7
904.1,35,6
904.15,35,6
904.2,35,6
904.25,36,6
904.3,35,7
904.35,36,7
904.4,35,8
904.45,35,7
904.5,36,7
904.55,35,8
904.6,34,7
904.65,36,7
904.7,36,6
904.75,36,7
904.8,36,8
904.85,34,7
904.9,35,7
904.95,35,7
905,36,7
905.05,36,7
905.1,36,7
905.15,35,7
905.2,35,7
905.25,35,5
905.3,36,6
905.35,35,7
905.4,34,7
905.45,36,6
905.5,35,8
905.55,35,8
905.6,35,7
905.65,36,7
905.7,35,5
905.75,34,7
905.8,36,7
905.85,35,7
905.9,35,7
905.95,36,7
906,35,5
906.05,35,7
906.1,36,6
906.15,36,6
906.2,36,7
906.25,36,7
906.3,35,7
906.35,35,6
906.4,36,7
906.45,36,7
906.5,35,6
906.55,35,8
906.6,36,9
906.65,37,7
906.7,36,6
906.75,36,7
906.8,36,7
906.85,37,8
906.9,35,7
906.95,35,8
907,36,6
907.05,36,6
907.1,35,6
907.15,36,6
907.2,35,6
907.25,36,7
907.3,34,7
907.35,35,7
907.4,35,6
907.45,36,7
907.5,35,8
907.55,36,6
907.6,36,6
907.65,34,7
907.7,35,6
907.75,36,6
907.8,34,6
907.85,35,6
907.9,36,6
907.95,35,6
908,36,7
908.05,36,7
908.1,35,6
908.15,36,7
908.2,35,7
908.25,35,7
908.3,36,8
908.35,35,8
908.4,36,7
908.45,35,6
908.5,36,7
908.55,35,7
908.6,35,6
908.65,36,6
908.7,36,6
908.75,35,7
908.8,35,8
908.85,35,6
908.9,36,6
908.95,36,7
909,35,7
909.05,34,7
909.1,36,8
909.15,37,6
909.2,36,7
909.25,36,7
909.3,35,7
909.35,36,7
909.4,35,7
909.45,36,7
909.5,36,6
909.55,35,6
909.6,34,7
909.65,35,7
909.7,35,7
909.75,35,7
909.8,35,6
909.85,35,7
909.9,36,7
909.95,36,7
910,36,7
910.05,34,7
910.1,35,7
910.15,36,6
910.2,36,7
910.25,36,8
910.3,35,7
910.35,35,7
910.4,35,7
910.45,35,6
910.5,35,7
910.55,35,8
910.6,34,7
910.65,35,7
910.7,35,7
910.75,35,6
910.8,35,6
910.85,35,7
910.9,36,5
910.95,35,7
911,36,6
911.05,36,7
911.1,35,7
911.15,36,7
911.2,35,7
911.25,35,6
911.3,35,7
911.35,35,7
911.4,35,7
911.45,36,6
911.5,35,6
911.55,36,7
911.6,34,7
911.65,35,6
911.7,34,8
911.75,35,6
911.8,35,7
911.85,35,6
911.9,35,7
911.95,35,7
912,35,7
912.05,36,7
912.1,35,6
912.15,36,7
912.2,35,8
912.25,35,6
912.3,36,7
912.35,34,6
912.4,36,7
912.45,36,6
912.5,35,7
912.55,36,6
912.6,37,6
912.65,35,8
912.7,35,6
912.75,36,6
912.8,36,6
912.85,35,6
912.9,34,7
912.95,35,6
913,37,6
913.05,34,7
913.1,36,6
913.15,34,7
913.2,36,7
913.25,36,7
913.3,35,7
913.35,36,7
913.4,36,8
913.45,35,7
913.5,36,6
913.55,36,6
913.6,34,7
913.65,35,6
913.7,36,6
913.75,35,6
913.8,35,6
913.85,36,6
913.9,36,7
913.95,35,7
914,36,6
914.05,36,7
914.1,35,7
914.15,35,6
914.2,35,8
914.25,36,6
914.3,36,6
914.35,35,6
914.4,36,7
914.45,36,7
914.5,35,7
914.55,35,6
914.6,36,7
914.65,34,6
914.7,36,7
914.75,35,6
914.8,35,6
914.85,34,7
914.9,36,7
914.95,36,6
915,34,6
915.05,36,8
915.1,35,5
915.15,36,6
915.2,36,6
915.25,35,6
915.3,37,6
915.35,34,7
915.4,35,6
915.45,36,7
915.5,35,6
915.55,35,8
915.6,36,7
915.65,36,7
915.7,36,6
915.75,36,7
915.8,35,7
915.85,36,6
915.9,35,7
915.95,36,6
916,36,6
916.05,35,7
916.1,35,6
916.15,36,7
916.2,35,6
916.25,35,8
916.3,35,6
916.35,35,7
916.4,35,7
916.45,34,7
916.5,36,7
916.55,36,7
916.6,36,8
916.65,37,6
916.7,34,7
916.75,35,6
916.8,35,6
916.85,35,7
916.9,35,8
916.95,36,7
917,35,6
917.05,35,7
917.1,36,7
917.15,35,6
917.2,37,7
917.25,36,7
917.3,36,7
917.35,35,6
917.4,35,7
917.45,35,7
917.5,36,6
917.55,36,7
917.6,35,6
917.65,36,7
917.7,37,6
917.75,35,7
917.8,34,7
917.85,36,6
917.9,35,8
917.95,35,7
918,35,6
918.05,36,8
918.1,35,7
918.15,36,8
918.2,35,8
918.25,34,8
918.3,35,5
918.35,36,7
918.4,36,7
918.45,35,7
918.5,35,8
918.55,36,7
918.6,35,7
918.65,36,7
918.7,35,7
918.75,35,6
918.8,35,6
918.85,35,6
918.9,35,7
918.95,35,6
919,35,8
919.05,36,7
919.1,35,7
919.15,36,7
919.2,36,8
919.25,36,8
919.3,35,6
919.35,36,7
919.4,35,6
919.45,34,7
919.5,35,7
919.55,36,7
919.6,35,8
919.65,35,6
919.7,36,7
919.75,35,7
919.8,36,5
919.85,36,6
919.9,36,7
919.95,35,7
920,35,7
920.05,36,7
920.1,35,8
920.15,35,6
920.2,35,7
920.25,35,7
920.3,36,8
920.35,34,6
920.4,36,7
920.45,36,7
920.5,34,7
920.55,36,6
920.6,35,6
920.65,36,7
920.7,35,7
920.75,35,8
920.8,36,7
920.85,34,6
920.9,36,7
920.95,35,7
921,35,5
921.05,35,7
921.1,35,7
921.15,35,6
921.2,35,8
921.25,36,7
921.3,35,8
921.35,35,8
921.4,35,8
921.45,35,7
921.5,35,7
921.55,35,7
921.6,34,7
921.65,36,7
921.7,34,5
921.75,34,7
921.8,35,7
921.85,36,7
921.9,35,7
921.95,36,7
922,35,8
922.05,35,7
922.1,35,6
922.15,36,6
922.2,37,7
922.25,35,7
922.3,35,8
922.35,35,7
922.4,36,7
922.45,35,7
922.5,36,7
922.55,34,6
922.6,36,7
922.65,36,7
922.7,33,7
922.75,36,6
922.8,36,7
922.85,35,6
922.9,36,6
922.95,34,6
923,35,7
923.05,35,7
923.1,36,8
923.15,36,7
923.2,35,7
923.25,35,5
923.3,36,7
923.35,36,6
923.4,36,7
923.45,36,7
923.5,34,8
923.55,36,7
923.6,36,7
923.65,34,8
923.7,35,5
923.75,35,7
923.8,35,7
923.85,36,9
923.9,36,7
923.95,34,7
924,35,7
924.05,35,7
924.1,36,6
924.15,36,6
924.2,35,7
924.25,35,7
924.3,36,7
924.35,36,7
924.4,35,7
924.45,36,8
924.5,36,7
924.55,36,7
924.6,35,7
924.65,36,6
924.7,38,7
924.75,35,8
924.8,36,6
924.85,35,7
924.9,36,7
924.95,35,8
925,35,6
925.05,35,7
925.1,35,6
925.15,36,6
925.2,36,6
925.25,35,5
925.3,35,6
925.35,36,5
925.4,35,6
925.45,35,7
925.5,35,7
925.55,35,6
925.6,35,6
925.65,35,5
925.7,35,7
925.75,35,7
925.8,35,7
925.85,34,6
925.9,36,7
925.95,36,6
926,35,6
926.05,35,8
926.1,37,8
926.15,36,6
926.2,36,7
926.25,34,7
926.3,35,7
926.35,35,6
926.4,36,6
926.45,36,8
926.5,34,8
926.55,35,7
926.6,36,7
926.65,35,7
926.7,35,7
926.75,35,7
926.8,37,7
926.85,35,7
926.9,37,6
926.95,35,7
927,34,6
927.05,34,7
927.1,34,5
927.15,36,7
927.2,35,6
927.25,35,8
927.3,35,8
927.35,36,7
927.4,35,6
927.45,36,7
927.5,36,6
927.55,37,7
927.6,35,7
927.65,36,7
927.7,36,8
927.75,36,6
927.8,35,6
927.85,35,6
927.9,35,7
927.95,36,7
928,36,6
928.05,36,7
928.1,36,8
928.15,35,6
928.2,36,6
928.25,35,7
928.3,35,6
928.35,35,7
928.4,37,7
928.45,35,6
928.5,35,6
928.55,36,6
928.6,35,7
928.65,36,7
928.7,35,7
928.75,35,7
928.8,35,6
928.85,36,7
928.9,35,6
928.95,34,6
929,35,7
929.05,35,7
929.1,37,6
929.15,35,7
929.2,35,6
929.25,35,7
929.3,34,8
929.35,35,7
929.4,34,8
929.45,35,7
929.5,35,7
929.55,35,7
929.6,35,7
929.65,35,6
929.7,37,8
929.75,35,6
929.8,36,8
929.85,36,7
929.9,35,7
929.95,35,7
930,36,6
930.05,36,6
930.1,35,7
930.15,35,6
930.2,35,7
930.25,34,7
930.3,36,6
930.35,35,7
930.4,35,7
930.45,36,6
930.5,35,7
930.55,36,8
930.6,35,8
930.65,36,7
930.7,35,7
930.75,36,6
930.8,36,6
930.85,35,7
930.9,34,7
930.95,36,6
931,35,7
931.05,34,8
931.1,35,7
931.15,35,7
931.2,36,6
931.25,36,7
931.3,35,6
931.35,35,7
931.4,35,7
931.45,36,8
931.5,35,6
931.55,35,7
931.6,34,7
931.65,36,7
931.7,35,6
931.75,35,7
931.8,34,7
931.85,35,7
931.9,35,6
931.95,36,6
932,35,7
932.05,34,7
932.1,35,6
932.15,36,6
932.2,35,7
932.25,35,6
932.3,35,7
932.35,36,8
932.4,35,7
932.45,35,6
932.5,36,7
932.55,36,7
932.6,36,7
932.65,35,8
932.7,35,7
932.75,34,6
932.8,35,7
932.85,35,6
932.9,36,7
932.95,36,7
933,35,7
933.05,34,7
933.1,36,7
933.15,36,7
933.2,36,8
933.25,35,6
933.3,35,6
933.35,35,8
933.4,34,6
933.45,36,7
933.5,35,8
933.55,34,6
933.6,34,8
933.65,36,5
933.7,34,7
933.75,36,7
933.8,35,6
933.85,35,7
933.9,34,7
933.95,36,7
934,35,5
934.05,35,7
934.1,34,6
934.15,35,6
934.2,35,8
934.25,36,7
934.3,36,8
934.35,35,7
934.4,35,8
934.45,34,8
934.5,34,6
934.55,35,7
934.6,35,7
934.65,35,6
934.7,35,7
934.75,35,7
934.8,35,6
934.85,35,6
934.9,35,7
934.95,35,6
935,35,7
935.05,35,7
935.1,36,7
935.15,36,8
935.2,35,7
935.25,35,6
935.3,35,6
935.35,36,7
935.4,34,7
935.45,36,8
935.5,36,7
935.55,36,7
935.6,35,5
935.65,35,7
935.7,35,7
935.75,36,6
935.8,35,7
935.85,35,7
935.9,36,8
935.95,36,7
936,36,7
936.05,37,7
936.1,36,7
936.15,36,7
936.2,34,5
936.25,35,6
936.3,36,8
936.35,37,7
936.4,34,7
936.45,35,7
936.5,36,7
936.55,35,7
936.6,35,6
936.65,35,7
936.7,36,7
936.75,35,6
936.8,35,6
936.85,36,7
936.9,35,9
936.95,37,6
937,34,7
937.05,36,6
937.1,35,7
937.15,35,6
937.2,35,6
937.25,35,7
937.3,35,6
937.35,34,6
937.4,36,7
937.45,36,6
937.5,36,6
937.55,35,7
937.6,35,6
937.65,35,6
937.7,36,7
937.75,36,6
937.8,35,7
937.85,34,6
937.9,36,6
937.95,34,7
938,35,7
938.05,37,7
938.1,36,8
938.15,35,8
938.2,36,7
938.25,36,7
938.3,35,6
938.35,36,7
938.4,36,7
938.45,36,7
938.5,36,7
938.55,35,7
938.6,35,7
938.65,35,7
938.7,36,6
938.75,35,7
938.8,36,7
938.85,35,7
938.9,36,7
938.95,36,6
939,35,6
939.05,35,7
939.1,37,8
939.15,36,7
939.2,36,7
939.25,35,8
939.3,35,7
939.35,35,7
939.4,34,6
939.45,36,7
939.5,35,6
939.55,35,7
939.6,36,6
939.65,35,7
939.7,35,8
939.75,34,7
939.8,36,6
939.85,35,7
939.9,35,7
939.95,36,7
940,34,7
940.05,35,7
940.1,36,6
940.15,37,7
940.2,35,6
940.25,35,7
940.3,35,7
940.35,36,8
940.4,35,6
940.45,36,6
940.5,36,8
940.55,35,6
940.6,35,7
940.65,36,6
940.7,36,7
940.75,36,7
940.8,35,7
940.85,35,7
940.9,35,7
940.95,35,6
941,37,7
941.05,36,7
941.1,35,7
941.15,35,7
941.2,35,7
941.25,35,8
941.3,35,7
941.35,35,7
941.4,35,7
941.45,34,6
941.5,35,6
941.55,35,6
941.6,36,8
941.65,36,6
941.7,36,7
941.75,37,7
941.8,35,7
941.85,35,6
941.9,35,7
941.95,36,6
942,35,8
942.05,35,7
942.1,35,6
942.15,36,7
942.2,35,7
942.25,35,6
942.3,35,6
942.35,34,6
942.4,35,8
942.45,34,7
942.5,35,7
942.55,35,7
942.6,35,7
942.65,35,7
942.7,36,7
942.75,35,6
942.8,36,8
942.85,36,7
942.9,36,7
942.95,35,7
943,36,7
943.05,36,7
943.1,36,7
943.15,36,7
943.2,35,6
943.25,35,6
943.3,36,7
943.35,35,7
943.4,35,7
943.45,36,7
943.5,35,8
943.55,35,6
943.6,36,7
943.65,35,7
943.7,36,7
943.75,36,6
943.8,36,7
943.85,36,6
943.9,35,7
943.95,35,6
944,35,6
944.05,35,6
944.1,36,7
944.15,34,6
944.2,36,6
944.25,35,6
944.3,36,5
944.35,35,6
944.4,36,6
944.45,35,7
944.5,34,6
944.55,36,7
944.6,35,6
944.65,35,8
944.7,36,7
944.75,36,6
944.8,35,8
944.85,35,6
944.9,35,7
944.95,35,7
945,35,7
945.05,35,7
945.1,35,7
945.15,35,7
945.2,36,7
945.25,34,7
945.3,36,6
945.35,35,6
945.4,35,7
945.45,36,7
945.5,34,7
945.55,35,6
945.6,35,6
945.65,35,7
945.7,36,7
945.75,36,6
945.8,35,4
945.85,35,6
945.9,36,7
945.95,36,7
946,35,7
946.05,35,7
946.1,35,8
946.15,35,6
946.2,35,7
946.25,35,6
946.3,36,6
946.35,36,7
946.4,34,7
946.45,36,7
946.5,36,5
946.55,35,7
946.6,35,6
946.65,35,7
946.7,36,6
946.75,33,8
946.8,35,5
946.85,35,7
946.9,35,6
946.95,34,7
947,35,6
947.05,36,7
947.1,36,7
947.15,35,7
947.2,35,6
947.25,35,7
947.3,36,7
947.35,35,7
947.4,36,7
947.45,35,7
947.5,35,7
947.55,36,7
947.6,35,6
947.65,34,7
947.7,35,7
947.75,36,7
947.8,35,7
947.85,34,7
947.9,36,6
947.95,36,7
948,36,8
948.05,36,7
948.1,36,8
948.15,35,7
948.2,35,7
948.25,36,6
948.3,36,7
948.35,36,7
948.4,34,7
948.45,36,7
948.5,35,7
948.55,35,7
948.6,35,7
948.65,36,7
948.7,35,7
948.75,36,8
948.8,36,7
948.85,36,7
948.9,35,7
948.95,35,7
949,35,8
949.05,35,7
949.1,36,7
949.15,35,7
949.2,36,6
949.25,36,7
949.3,35,7
949.35,36,7
949.4,36,7
949.45,35,8
949.5,35,7
949.55,36,8
949.6,35,7
949.65,35,7
949.7,35,7
949.75,36,8
949.8,35,8
949.85,36,8
949.9,36,7
949.95,34,7
950,36,6
950.05,36,6
950.1,35,5
950.15,36,8
950.2,35,8
950.25,36,7
950.3,36,7
950.35,36,6
950.4,36,7
950.45,36,6
950.5,36,7
950.55,35,7
950.6,35,7
950.65,36,8
950.7,35,6
950.75,35,6
950.8,34,7
950.85,35,7
950.9,35,7
950.95,36,6
951,36,8
951.05,34,7
951.1,36,7
951.15,35,7
951.2,35,6
951.25,36,7
951.3,36,6
951.35,35,7
951.4,35,7
951.45,36,7
951.5,35,7
951.55,36,6
951.6,36,7
951.65,36,6
951.7,35,7
951.75,36,6
951.8,36,7
951.85,35,7
951.9,36,7
951.95,35,7
952,36,6
952.05,36,7
952.1,35,6
952.15,35,6
952.2,34,7
952.25,36,7
952.3,34,8
952.35,36,7
952.4,35,6
952.45,37,6
952.5,34,6
952.55,34,6
952.6,35,6
952.65,35,6
952.7,36,7
952.75,36,7
952.8,35,6
952.85,35,6
952.9,36,7
952.95,35,8
953,34,7
953.05,36,6
953.1,34,7
953.15,36,7
953.2,35,6
953.25,36,6
953.3,36,6
953.35,35,7
953.4,36,7
953.45,36,7
953.5,35,8
953.55,35,7
953.6,36,6
953.65,35,7
953.7,35,6
953.75,34,7
953.8,35,7
953.85,34,8
953.9,35,5
953.95,35,7
954,36,7
954.05,35,6
954.1,36,8
954.15,35,7
954.2,35,7
954.25,35,6
954.3,35,7
954.35,34,6
954.4,37,7
954.45,35,6
954.5,35,7
954.55,36,7
954.6,36,6
954.65,36,6
954.7,35,7
954.75,36,7
954.8,34,7
954.85,36,8
954.9,36,7
954.95,35,7
955,37,6
955.05,36,7
955.1,35,7
955.15,35,6
955.2,35,7
955.25,36,7
955.3,36,7
955.35,36,8
955.4,35,7
955.45,36,5
955.5,36,6
955.55,35,7
955.6,35,6
955.65,36,7
955.7,35,7
955.75,36,8
955.8,34,8
955.85,34,7
955.9,36,6
955.95,35,7
956,35,7
956.05,35,7
956.1,36,7
956.15,35,7
956.2,34,5
956.25,35,7
956.3,35,7
956.35,36,6
956.4,36,6
956.45,35,7
956.5,35,7
956.55,35,7
956.6,36,7
956.65,35,8
956.7,35,7
956.75,35,7
956.8,35,6
956.85,35,7
956.9,36,7
956.95,36,6
957,36,7
957.05,36,7
957.1,35,6
957.15,35,8
957.2,36,7
957.25,34,7
957.3,36,6
957.35,35,6
957.4,35,7
957.45,35,6
957.5,35,7
957.55,34,7
957.6,35,7
957.65,35,6
957.7,35,6
957.75,35,6
957.8,35,6
957.85,35,6
957.9,36,8
957.95,36,7
958,34,7
958.05,36,8
958.1,35,7
958.15,37,5
958.2,36,6
958.25,36,6
958.3,35,7
958.35,35,7
958.4,35,7
958.45,35,7
958.5,36,7
958.55,35,7
958.6,35,7
958.65,35,7
958.7,35,6
958.75,35,7
958.8,36,6
958.85,37,7
958.9,36,7
958.95,36,8
959,35,6
959.05,36,7
959.1,36,7
959.15,36,9
959.2,36,7
959.25,35,8
959.3,35,7
959.35,34,7
959.4,35,7
959.45,36,7
959.5,35,6
959.55,35,8
959.6,36,7
959.65,35,6
959.7,35,7
959.75,35,7
959.8,35,7
959.85,36,7
959.9,35,7
959.95,36,7
960,35,7
960.05,35,7
960.1,36,6
960.15,35,7
960.2,34,7
960.25,35,6
960.3,35,7
960.35,35,6
960.4,35,8
960.45,35,6
960.5,34,7
960.55,34,6
960.6,36,6
960.65,35,7
960.7,35,6
960.75,35,6
960.8,36,7
960.85,35,7
960.9,36,7
960.95,36,6
961,36,7
961.05,34,8
961.1,35,7
961.15,36,6
961.2,35,7
961.25,35,6
961.3,36,7
961.35,35,7
961.4,35,7
961.45,35,7
961.5,35,8
961.55,35,6
961.6,36,7
961.65,36,6
961.7,37,6
961.75,36,7
961.8,34,7
961.85,35,7
961.9,36,7
961.95,35,5
962,37,6
962.05,36,7
962.1,37,7
962.15,36,7
962.2,36,7
962.25,35,6
962.3,35,7
962.35,35,7
962.4,35,7
962.45,35,6
962.5,35,6
962.55,36,5
962.6,35,8
962.65,36,8
962.7,35,7
962.75,35,6
962.8,35,6
962.85,35,7
962.9,35,7
962.95,35,7
963,34,6
963.05,35,7
963.1,36,6
963.15,36,6
963.2,36,8
963.25,36,7
963.3,35,7
963.35,36,6
963.4,36,7
963.45,36,6
963.5,35,7
963.55,36,6
963.6,35,7
963.65,35,7
963.7,34,5
963.75,35,7
963.8,36,7
963.85,36,7
963.9,35,6
963.95,35,7
964,35,6
964.05,35,7
964.1,36,6
964.15,35,7
964.2,36,7
964.25,34,8
964.3,36,8
964.35,36,7
964.4,34,7
964.45,36,6
964.5,35,7
964.55,35,6
964.6,35,7
964.65,36,7
964.7,34,7
964.75,37,7
964.8,35,7
964.85,36,7
964.9,36,6
964.95,35,6
965,33,6
965.05,35,6
965.1,35,6
965.15,36,7
965.2,36,7
965.25,35,8
965.3,36,7
965.35,36,7
965.4,36,6
965.45,35,7
965.5,35,6
965.55,35,6
965.6,35,5
965.65,36,7
965.7,36,6
965.75,35,6
965.8,37,7
965.85,34,6
965.9,35,6
965.95,35,7
966,36,6
966.05,35,8
966.1,35,7
966.15,36,7
966.2,35,7
966.25,36,7
966.3,35,6
966.35,35,7
966.4,36,7
966.45,35,7
966.5,36,6
966.55,36,7
966.6,36,7
966.65,36,6
966.7,35,6
966.75,34,6
966.8,36,6
966.85,36,5
966.9,36,8
966.95,36,6
967,36,6
967.05,35,7
967.1,36,6
967.15,37,7
967.2,35,7
967.25,36,8
967.3,36,7
967.35,35,6
967.4,35,7
967.45,35,7
967.5,35,7
967.55,36,7
967.6,35,8
967.65,37,7
967.7,35,6
967.75,34,5
967.8,36,7
967.85,35,6
967.9,36,7
967.95,36,7
968,34,7
968.05,36,8
968.1,36,7
968.15,36,6
968.2,35,6
968.25,35,7
968.3,35,6
968.35,36,6
968.4,35,6
968.45,34,7
968.5,34,6
968.55,36,5
968.6,36,6
968.65,35,8
968.7,35,6
968.75,36,6
968.8,35,7
968.85,35,7
968.9,35,6
968.95,34,6
969,36,7
969.05,36,7
969.1,35,7
969.15,34,7
969.2,35,7
969.25,36,6
969.3,36,6
969.35,35,6
969.4,36,6
969.45,35,7
969.5,37,8
969.55,34,7
969.6,36,6
969.65,35,7
969.7,34,7
969.75,36,7
969.8,36,7
969.85,35,7
969.9,34,7
969.95,36,7
970,34,6
970.05,35,8
970.1,36,7
970.15,34,8
970.2,35,7
970.25,35,7
970.3,36,5
970.35,36,7
970.4,36,7
970.45,36,7
970.5,35,7
970.55,36,8
970.6,36,7
970.65,35,7
970.7,36,7
970.75,34,6
970.8,35,7
970.85,35,6
970.9,35,7
970.95,35,6
971,36,8
971.05,36,7
971.1,35,7
971.15,35,6
971.2,34,7
971.25,35,8
971.3,36,7
971.35,36,6
971.4,35,8
971.45,35,7
971.5,34,7
971.55,35,6
971.6,36,7
971.65,35,7
971.7,37,6
971.75,36,8
971.8,35,7
971.85,36,7
971.9,36,7
971.95,35,6
972,35,7
972.05,35,7
972.1,35,6
972.15,35,7
972.2,37,6
972.25,36,7
972.3,35,6
972.35,36,6
972.4,36,6
972.45,36,7
972.5,35,6
972.55,35,7
972.6,35,7
972.65,35,7
972.7,36,7
972.75,35,8
972.8,35,6
972.85,34,8
972.9,34,7
972.95,36,5
973,34,8
973.05,35,6
973.1,35,8
973.15,36,8
973.2,36,7
973.25,35,7
973.3,34,7
973.35,35,6
973.4,35,6
973.45,36,6
973.5,35,7
973.55,37,8
973.6,35,6
973.65,36,7
973.7,36,8
973.75,36,7
973.8,35,6
973.85,35,7
973.9,35,7
973.95,36,7
974,36,7
974.05,36,6
974.1,36,7
974.15,35,7
974.2,35,7
974.25,35,6
974.3,35,6
974.35,36,7
974.4,36,7
974.45,35,8
974.5,36,6
974.55,35,7
974.6,36,7
974.65,35,6
974.7,35,7
974.75,36,8
974.8,36,7
974.85,34,6
974.9,35,7
974.95,36,6
975,36,7
975.05,34,7
975.1,35,7
975.15,35,6
975.2,35,7
975.25,35,6
975.3,35,7
975.35,35,8
975.4,37,7
975.45,36,6
975.5,34,7
975.55,36,7
975.6,35,7
975.65,35,8
975.7,35,7
975.75,36,7
975.8,37,6
975.85,35,6
975.9,36,7
975.95,34,6
976,36,7
976.05,34,7
976.1,36,7
976.15,35,7
976.2,35,6
976.25,34,8
976.3,36,7
976.35,35,7
976.4,35,7
976.45,36,8
976.5,35,7
976.55,35,7
976.6,36,7
976.65,34,7
976.7,35,7
976.75,35,7
976.8,36,7
976.85,35,6
976.9,36,7
976.95,35,6
977,36,8
977.05,34,6
977.1,35,6
977.15,35,6
977.2,35,6
977.25,35,8
977.3,35,6
977.35,35,6
977.4,36,7
977.45,35,7
977.5,36,8
977.55,35,8
977.6,36,6
977.65,35,8
977.7,36,8
977.75,35,6
977.8,35,7
977.85,36,6
977.9,35,7
977.95,36,6
978,35,7
978.05,34,8
978.1,34,7
978.15,35,6
978.2,35,7
978.25,36,7
978.3,35,7
978.35,36,6
978.4,36,8
978.45,34,6
978.5,36,7
978.55,35,8
978.6,35,6
978.65,35,7
978.7,37,6
978.75,33,7
978.8,34,7
978.85,35,6
978.9,37,8
978.95,35,6
979,36,7
979.05,36,7
979.1,35,7
979.15,35,7
979.2,35,7
979.25,35,7
979.3,36,6
979.35,35,7
979.4,36,7
979.45,36,6
979.5,34,6
979.55,35,7
979.6,36,8
979.65,35,8
979.7,35,8
979.75,35,8
979.8,34,7
979.85,36,7
979.9,36,8
979.95,36,7
980,35,6
980.05,35,7
980.1,35,7
980.15,35,7
980.2,36,6
980.25,35,7
980.3,35,6
980.35,36,6
980.4,35,7
980.45,35,7
980.5,34,7
980.55,35,7
980.6,36,5
980.65,35,7
980.7,35,5
980.75,35,7
980.8,35,7
980.85,35,8
980.9,34,7
980.95,35,6
981,35,7
981.05,35,7
981.1,35,7
981.15,35,6
981.2,35,7
981.25,35,7
981.3,35,7
981.35,35,7
981.4,35,7
981.45,36,6
981.5,35,6
981.55,35,7
981.6,35,7
981.65,35,7
981.7,35,7
981.75,35,7
981.8,35,7
981.85,36,7
981.9,35,7
981.95,37,6
982,35,7
982.05,36,6
982.1,35,6
982.15,35,6
982.2,35,7
982.25,35,7
982.3,35,8
982.35,35,7
982.4,36,7
982.45,36,7
982.5,35,7
982.55,36,7
982.6,35,6
982.65,35,6
982.7,35,7
982.75,35,8
982.8,35,6
982.85,35,6
982.9,36,7
982.95,35,8
983,35,7
983.05,36,5
